ID,SKU,Precio rebajado,Precio normal,Superior
1180,OFE002,,,
2802,EPR001,,,
2807,EPR002,,,
2808,EPR003,,,
2820,OFE001,,,
2822,OFE003,,,
2823,OFE004,,,
2824,OFE005,,,
2825,OFE006,,,
2826,OFE007,,,
2827,OFE008,,,
2828,OFE009,,,
2829,OFE010,,,
2830,OFE011,,,
2935,,,,
2937,,,,
2939,,,,
2940,,,,
2942,,,,
2944,,,,
2947,,,,
2952,,,,
2954,,,,
2958,,,,
2962,,,,
2964,,,,
3052,,,,
3273,,,,
3275,,,,
3278,,,,
3281,,,,
3283,,,,
3285,,,,
3287,,,,
